Id,Supplier,ProductTier,FillSize,UnitPrice,TotalCost,DayType,TimeSlot,Quarter
1666,4,1,2,2,1,1,4,2
1669,4,1,2,2,2,1,4,2
1671,4,1,2,2,1,1,4,2
1677,4,1,2,2,2,1,4,2
1684,3,1,3,2,4,1,1,2
1685,3,1,3,2,4,1,2,2
1686,3,1,3,2,3,1,1,2
1687,3,1,3,1,4,1,2,2
1688,2,1,3,2,4,1,1,2
1692,3,2,2,3,2,1,3,2
1693,3,2,2,3,2,1,1,2
1702,3,1,3,1,4,1,1,2
1703,3,1,3,1,4,1,2,2
1704,2,1,3,2,4,1,2,2
1705,3,1,3,1,4,1,2,2
1706,2,1,2,2,2,1,2,2
1707,2,1,2,2,2,1,1,2
1708,2,1,3,2,3,1,1,2
1712,3,1,2,1,2,1,3,2
1713,2,1,2,2,2,1,2,2
1714,3,2,3,3,4,1,1,2
1715,2,2,3,3,4,1,1,2
1716,2,2,3,3,4,1,2,2
1717,2,2,3,3,4,1,3,2
1718,3,2,3,3,3,1,2,2
1745,1,1,2,2,1,1,1,2
1747,1,1,2,2,1,1,2,2
1748,1,1,2,2,1,1,3,2
1749,1,1,2,2,1,1,3,2
1750,1,1,2,2,2,2,1,2
1752,1,2,2,3,2,1,1,2
1753,1,2,2,3,3,1,1,2
1754,1,1,2,2,1,1,2,2
1755,1,2,2,4,1,1,2,2
1756,1,1,3,2,3,1,3,2
1757,1,2,2,3,2,1,1,2
1758,1,2,2,3,1,1,1,2
1759,1,1,3,2,3,1,1,2
1760,1,2,3,3,4,1,2,2
1763,1,1,3,2,3,1,2,2
1764,1,1,3,2,4,1,2,2
1766,1,1,2,2,2,1,3,2
1767,1,2,2,3,1,1,1,2
1773,1,1,2,2,2,1,2,2
1774,1,2,3,3,4,1,2,2
1775,1,2,3,3,4,1,2,2
1777,1,1,2,2,3,1,3,2
1778,1,1,3,2,3,1,3,2
1781,1,2,2,3,1,1,2,2
1783,1,2,2,3,1,1,1,2
1784,1,1,3,2,4,1,1,2
1785,1,1,2,1,2,1,1,2
1786,1,1,2,1,1,1,2,2
1787,1,1,2,1,2,2,3,2
1789,1,2,2,3,1,1,1,2
1791,1,2,3,3,4,1,2,2
1792,1,1,2,1,1,1,2,2
1793,1,1,2,1,2,1,2,2
1795,1,2,3,3,4,1,2,2
1796,1,1,2,1,2,1,2,2
1798,1,1,2,1,1,1,1,2
1799,1,1,1,1,1,1,1,2
1800,1,2,2,3,2,1,1,2
1801,1,2,3,3,4,1,1,2
1802,1,2,2,3,1,1,1,2
1803,1,2,2,3,1,1,1,2
1805,1,1,2,1,2,1,2,2
1806,1,2,3,3,3,1,2,2
1807,1,1,2,1,1,1,2,2
1810,1,2,2,3,2,1,1,2
1811,1,1,3,1,3,1,1,2
1812,1,1,2,1,2,1,1,2
1813,1,2,2,3,1,1,1,2
1815,1,1,2,1,1,1,2,2
1816,1,1,2,1,1,1,2,2
1817,1,1,2,1,1,1,2,2
1818,1,1,2,1,1,1,2,2
1819,1,1,2,1,2,1,2,2
1820,1,1,2,1,2,1,1,2
1824,1,2,2,3,3,2,2,2
1825,1,2,2,3,1,2,3,2
1826,1,1,2,1,2,1,1,2
1828,1,2,3,3,4,1,1,2
1829,1,2,2,3,1,1,2,2
1830,1,1,2,1,2,1,2,2
1831,1,2,2,3,2,1,3,2
1833,1,2,3,3,3,1,1,2
1836,1,1,2,1,2,1,1,2
1837,1,1,1,1,1,1,1,2
1838,1,1,3,1,3,1,1,2
1839,1,1,2,1,2,1,1,2
1840,1,1,2,1,2,1,2,2
1841,1,1,2,2,2,1,2,2
1843,1,1,2,1,1,1,1,2
1844,1,1,2,1,2,1,1,2
1847,1,2,3,3,4,1,2,2
1848,1,1,2,2,1,1,2,2
1849,1,2,2,3,3,1,1,2
1851,1,1,2,2,2,1,1,2
1852,1,2,3,3,3,1,1,2
1854,1,1,2,1,2,1,3,2
1856,1,1,2,1,2,2,1,2
1857,1,1,2,1,1,1,1,2
1858,1,1,3,1,3,1,1,2
1859,1,1,3,1,3,1,2,2
1860,1,1,2,1,1,1,2,2
1861,1,1,2,1,1,1,2,2
1867,1,1,2,2,2,1,3,2
1869,1,2,3,3,3,1,1,2
1870,1,2,3,3,4,1,1,2
1871,1,1,2,1,1,1,1,2
1874,1,1,3,1,3,1,1,2
1875,1,1,3,1,4,1,1,2
1876,1,2,3,3,4,1,1,2
1877,1,1,2,1,2,1,1,2
1878,1,1,2,1,1,1,2,2
1879,1,1,2,1,1,1,1,2
1880,1,1,2,1,2,1,1,2
1881,1,1,2,1,1,1,1,2
1882,1,2,2,3,2,1,2,2
1884,1,1,2,1,2,2,2,2
1885,1,2,2,3,2,2,2,2
1886,1,2,2,3,2,2,2,2
1892,4,1,2,2,1,1,4,2
1895,4,2,2,4,3,1,4,2
1904,4,1,2,2,1,1,4,2
1910,4,2,3,3,3,1,4,2
1913,4,2,2,4,3,1,4,2
1916,4,2,2,4,1,1,4,2
1918,4,2,2,4,3,1,4,2
1920,4,1,3,3,3,2,4,2
1921,4,1,1,3,1,2,4,2
1935,4,1,2,3,2,1,4,2
1940,4,1,3,3,4,1,4,2
1943,4,2,2,4,2,1,4,2
1944,4,1,3,3,3,1,4,2
1947,4,1,2,3,2,1,4,2
1948,4,1,3,3,3,1,4,2
1952,4,1,2,3,2,1,4,2
1953,4,2,2,4,1,1,4,2
1958,4,2,2,4,1,1,4,2
1960,4,1,2,3,2,1,4,2
1965,4,2,2,4,3,1,4,2
1967,4,2,2,2,2,1,4,2
1968,4,1,2,2,1,1,4,2
1971,4,1,3,2,4,1,4,2
1972,4,2,2,4,1,1,4,2
1974,4,2,2,4,3,1,4,2
1979,4,1,2,2,2,1,4,2
1980,4,2,2,4,1,1,4,2
1982,4,2,2,4,1,1,4,2
1987,4,2,2,3,2,1,4,2
1988,4,2,3,3,3,1,4,2
1996,4,2,1,4,1,1,4,2
1997,4,2,1,4,1,1,4,2
2000,4,1,3,2,3,1,4,2
2002,4,2,2,3,1,1,4,2
2004,4,1,2,2,2,2,4,2
2005,4,2,2,4,2,2,4,2
2006,4,1,3,2,3,1,4,2
2007,4,2,2,3,2,1,4,2
2008,4,1,4,2,4,1,4,2
2020,4,2,2,4,2,1,4,2
2024,4,2,2,4,1,1,4,2
2028,4,2,2,4,3,1,4,2
2032,4,2,2,4,1,1,4,2
2034,4,2,3,4,3,2,4,2
2037,2,1,3,2,4,1,2,2
2038,3,1,3,2,4,1,1,2
2039,3,1,3,2,3,1,1,2
2040,3,1,3,2,4,1,1,2
2041,2,1,3,2,3,1,2,2
2055,2,1,3,2,4,1,3,2
2056,3,1,3,2,4,1,2,2
2057,3,1,3,2,4,1,1,2
2058,3,1,3,2,4,1,1,2
2059,3,1,3,2,4,1,1,2
2060,2,1,3,2,4,1,1,2
2061,2,1,3,2,3,1,3,2
2062,2,2,2,3,3,1,1,2
2063,3,1,2,2,2,1,1,2
2064,3,1,2,2,2,1,2,2
2065,3,1,2,2,2,1,2,2
2066,2,2,3,4,4,1,1,2
2067,3,2,3,3,4,2,2,2
2068,2,2,3,3,3,1,1,2
2069,2,2,3,3,4,1,1,2
2102,1,1,3,1,3,1,1,2
2103,1,2,2,3,2,1,1,2
2105,1,1,2,1,2,1,1,2
2107,1,2,3,3,4,1,2,2
2108,1,1,2,1,1,1,2,2
2109,1,2,3,3,4,1,2,2
2111,1,1,3,1,3,1,1,2
2113,1,1,2,1,2,1,2,2
2114,1,1,2,1,1,1,1,2
2115,1,2,2,3,1,1,1,2
2117,1,1,2,1,2,1,1,2
2120,1,1,2,2,1,1,2,2
2121,1,2,2,3,3,1,2,2
2123,1,1,3,1,4,1,1,2
2124,1,2,3,3,4,1,1,2
2125,1,2,2,3,3,1,2,2
2126,1,1,3,1,4,1,2,2
2127,1,2,3,3,4,1,2,2
2129,1,2,2,3,2,1,2,2
2131,1,1,2,1,1,1,2,2
2132,1,1,3,1,3,1,2,2
2133,1,1,2,1,3,1,2,2
2134,1,2,2,3,1,2,1,2
2135,1,1,2,1,2,2,2,2
2136,1,2,2,3,3,1,1,2
2137,1,1,2,1,1,1,1,2
2138,1,1,2,1,2,1,1,2
2139,1,1,2,1,1,1,2,2
2140,1,1,3,1,4,1,2,2
2141,1,2,2,2,1,1,2,2
2142,1,2,2,3,2,1,2,2
2143,1,1,2,1,2,1,1,2
2144,1,1,2,1,1,1,1,2
2146,1,1,2,1,2,1,1,2
2150,1,1,2,1,2,1,2,2
2151,1,2,3,3,4,1,1,2
2153,1,1,3,2,3,1,2,2
2154,1,1,2,1,1,1,2,2
2155,1,2,3,3,4,1,2,2
2156,1,1,2,1,3,1,2,2
2158,1,1,2,1,2,1,3,2
2159,1,2,2,3,3,1,3,2
2160,1,1,2,2,2,1,1,2
2161,1,1,2,2,1,1,1,2
2162,1,1,3,1,4,1,1,2
2163,1,2,3,3,4,1,1,2
2164,1,2,3,3,4,1,3,2
2165,1,2,2,3,3,1,3,2
2166,1,1,2,1,2,1,1,2
2167,1,1,3,1,3,1,1,2
2170,1,1,2,1,1,1,2,2
2173,1,1,2,1,1,2,2,2
2175,1,1,2,1,1,2,2,2
2178,1,1,2,1,1,1,1,2
2181,1,2,3,3,3,1,2,2
2182,1,1,2,1,1,1,3,2
2183,1,1,2,1,1,1,3,2
2184,1,2,2,3,1,1,1,2
2186,1,2,2,3,1,1,2,2
2188,1,2,2,3,2,1,1,2
2189,1,2,3,3,4,1,1,2
2190,1,1,3,1,4,1,1,2
2192,1,1,2,2,1,1,2,2
2193,1,1,2,2,2,1,2,2
2195,1,1,3,2,4,1,2,2
2196,1,2,2,3,3,1,3,2
2197,1,1,2,2,2,1,1,2
2199,1,1,2,2,2,1,1,2
2200,1,2,2,3,2,1,2,2
2203,1,1,3,2,3,1,1,2
2204,1,2,2,3,2,1,1,2
2205,1,2,2,3,3,1,1,2
2206,1,1,1,2,1,1,2,2
2209,1,1,2,2,2,1,1,2
2211,1,1,3,2,3,1,1,2
2212,1,1,2,2,1,1,1,2
2213,1,2,2,3,1,1,1,2
2214,1,1,2,2,1,1,3,2
2216,1,2,3,3,4,1,1,2
2219,1,1,2,1,1,1,3,2
2220,1,1,2,1,2,1,1,2
2221,1,2,3,3,4,1,1,2
2222,1,1,2,1,2,1,2,2
2223,1,2,3,3,4,1,2,2
2224,1,2,2,3,2,1,2,2
2225,1,2,2,3,1,1,1,2
2226,1,1,2,2,2,1,1,2
2228,1,2,2,3,2,1,1,2
2231,1,1,2,1,2,1,2,2
2232,1,1,3,1,3,1,1,2
2234,1,1,2,1,2,1,1,2
2237,1,1,2,2,1,1,1,2
2238,1,2,2,3,1,1,2,2
2240,1,2,3,3,4,1,1,2
2242,1,2,3,3,4,1,1,2
2243,1,2,2,3,1,1,1,2
2244,1,2,2,3,2,1,2,2
2246,1,1,3,2,4,1,1,2
2247,1,2,2,2,1,1,1,2
2248,1,2,3,3,4,1,1,2
2249,1,1,2,2,2,1,1,2
2251,1,1,2,2,1,1,2,2
2261,2,1,4,2,4,1,2,2
2262,3,1,3,2,4,1,2,2
2263,3,2,3,3,4,1,2,2
2264,2,1,3,2,3,1,2,2
2265,2,1,3,2,4,1,1,2
2266,2,1,3,2,4,1,2,2
2268,3,2,2,3,3,1,1,2
2269,3,2,2,3,2,1,1,2
2279,2,1,3,2,4,1,1,2
2281,2,1,3,2,4,1,1,2
2282,2,1,3,2,4,1,2,2
2283,3,1,3,2,4,1,2,2
2284,3,1,2,2,3,1,1,2
2285,2,1,3,2,3,1,1,2
2286,3,1,2,2,2,1,1,2
2287,2,1,2,2,2,1,3,2
2289,2,1,2,2,2,1,2,2
2290,2,1,2,2,2,1,1,2
2291,2,1,2,2,2,1,2,2
2292,2,1,2,2,2,1,2,2
2293,3,1,2,2,2,1,1,2
2294,2,2,3,3,4,1,1,2
2295,3,1,3,2,4,1,1,2
2296,2,2,3,3,4,1,2,2
2297,3,1,3,2,4,1,2,2
2298,3,2,3,3,4,1,1,2
2299,3,2,3,3,4,1,1,2
2319,4,1,3,2,3,1,2,2
2321,4,2,3,4,4,1,1,2
2322,4,2,2,3,3,1,1,2
2324,4,1,4,2,4,1,1,2
2327,4,2,2,3,1,1,2,2
2330,4,2,2,3,3,1,1,2
2331,4,1,3,2,3,1,1,2
2333,4,1,2,2,3,1,1,2
2337,4,2,2,3,1,1,1,2
2338,4,2,2,3,1,1,1,2
2342,4,1,2,2,1,1,2,2
2344,4,1,3,2,3,1,1,2
2345,4,1,2,2,1,1,2,2
2350,4,2,2,3,3,1,2,2
2352,4,1,2,2,2,1,1,2
2353,4,2,2,3,3,2,3,2
2356,4,1,2,2,2,1,3,2
2364,4,1,2,2,2,1,2,2
2367,4,1,3,2,4,1,2,2
2370,4,1,2,2,2,1,3,2
2375,4,1,2,2,2,1,1,2
2382,4,1,2,2,2,1,2,2
2385,4,1,2,2,1,1,1,2
2386,4,1,2,2,1,1,1,2
2387,4,1,2,2,2,1,1,2
2388,4,2,2,3,3,1,1,2
2391,4,2,2,3,1,2,2,2
2397,4,1,3,2,4,1,1,2
2399,4,2,2,4,3,1,3,2
2404,4,1,2,2,2,1,1,2
2405,4,1,2,2,1,1,1,2
2406,4,2,2,3,3,1,3,2
2412,4,1,2,2,1,1,2,2
2413,4,1,3,2,4,1,1,2
2428,4,1,2,2,2,1,1,2
2429,4,1,3,2,4,1,2,2
2431,4,1,2,2,1,1,1,2
2434,4,2,2,3,1,1,1,2
2437,4,2,2,3,3,1,2,2
2439,4,2,2,3,2,1,3,2
2441,3,1,3,2,4,1,3,2
2442,2,2,3,3,4,1,2,2
2452,3,1,2,2,2,1,2,2
2454,2,1,3,2,4,1,2,2
2455,2,1,2,2,2,1,1,2
2460,2,2,2,3,2,1,2,2
2463,3,1,3,2,4,1,2,2
2464,2,1,2,2,1,1,1,2
2469,2,2,3,3,4,1,1,2
2476,2,1,3,2,4,1,2,2
2479,2,2,2,4,1,1,1,2
2485,2,1,2,2,2,2,1,2
2486,3,1,3,2,4,1,2,2
2487,2,1,2,2,1,1,1,2
2490,3,1,3,2,4,1,2,2
2497,2,2,3,3,4,1,2,2
2500,2,2,3,3,4,1,2,2
2501,2,1,2,2,1,1,2,2
2505,2,1,3,2,4,1,2,2
2506,2,1,3,2,4,1,1,2
2509,2,1,2,2,2,1,1,2
2516,2,1,4,2,4,1,2,3
2517,2,2,3,3,4,1,1,3
2518,3,1,3,1,4,1,1,3
2519,2,1,3,1,3,1,3,3
2520,2,2,3,3,4,1,2,3
2521,2,1,3,2,4,1,1,3
2522,3,1,3,1,3,1,1,3
2523,3,1,3,1,3,1,1,3
2524,3,1,3,1,3,1,1,3
2529,3,2,2,3,2,1,2,3
2545,3,1,3,1,3,1,1,3
2546,2,1,3,2,4,1,1,3
2547,2,1,3,2,4,1,3,3
2548,3,1,3,2,4,1,2,3
2549,2,1,3,1,4,1,2,3
2550,3,2,3,3,4,1,2,3
2551,2,2,3,3,4,1,1,3
2552,3,1,2,1,2,1,2,3
2553,2,1,3,2,3,1,2,3
2556,3,1,2,1,2,1,2,3
2557,2,1,2,1,2,1,2,3
2558,2,1,2,2,2,1,1,3
2559,3,1,2,2,2,1,2,3
2560,3,2,3,2,4,1,1,3
2561,3,2,3,3,4,1,1,3
2562,2,2,3,3,4,1,1,3
2563,2,2,3,3,4,2,3,3
2564,2,2,3,3,4,1,1,3
2599,2,2,3,3,4,1,2,3
2600,3,1,3,2,3,1,1,3
2601,2,1,3,2,3,1,1,3
2602,2,1,3,2,3,1,1,3
2618,3,1,3,2,3,1,1,3
2619,2,1,3,2,4,1,2,3
2620,3,1,3,2,3,1,1,3
2622,3,1,3,1,4,1,2,3
2623,2,1,3,2,4,1,2,3
2624,3,1,3,2,4,1,1,3
2625,3,1,3,2,4,2,2,3
2626,2,1,2,2,2,1,1,3
2627,2,1,3,2,3,1,2,3
2628,2,1,2,2,1,2,2,3
2629,3,1,2,1,2,1,2,3
2630,2,2,2,3,2,1,1,3
2631,2,1,2,2,1,1,1,3
2632,3,1,2,1,2,1,2,3
2633,2,2,3,3,4,1,1,3
2634,3,2,3,3,4,1,2,3
2635,3,1,3,1,4,1,1,3
2661,1,1,2,1,1,1,1,3
2662,1,2,2,3,2,1,1,3
2664,1,2,3,3,3,1,2,3
2665,1,1,2,1,1,1,2,3
2666,1,2,2,3,2,1,1,3
2667,1,2,2,3,1,1,1,3
2668,1,1,2,1,1,1,1,3
2670,1,1,2,1,2,1,1,3
2672,1,2,2,2,2,1,2,3
2674,1,1,3,1,3,2,1,3
2675,1,1,2,1,2,2,2,3
2676,1,2,2,3,2,2,2,3
2677,1,2,2,3,2,2,1,3
2679,1,2,2,3,2,1,1,3
2680,1,1,2,1,2,1,1,3
2682,1,2,2,3,1,1,1,3
2683,1,2,2,3,2,1,1,3
2684,1,2,2,2,1,1,2,3
2685,1,2,2,2,1,1,2,3
2686,1,1,3,1,3,1,2,3
2687,1,1,3,1,3,1,1,3
2688,1,1,2,1,2,1,1,3
2689,1,1,2,1,1,1,2,3
2690,1,2,3,2,4,1,2,3
2691,1,1,2,1,2,1,3,3
2692,1,1,2,1,2,1,1,3
2693,1,1,3,1,3,1,1,3
2694,1,1,2,1,1,1,1,3
2695,1,2,2,3,2,2,1,3
2696,1,2,2,3,1,2,3,3
2697,1,2,2,3,3,1,1,3
2699,1,1,3,1,3,1,1,3
2700,1,2,2,3,2,1,1,3
2701,1,1,2,1,1,1,1,3
2702,1,1,2,1,1,1,1,3
2704,1,1,1,1,1,1,1,3
2705,1,1,2,1,2,1,1,3
2706,1,1,2,1,1,1,2,3
2707,1,2,3,3,4,1,2,3
2708,1,1,2,1,1,1,1,3
2709,1,1,2,1,1,1,1,3
2710,1,1,3,1,3,1,1,3
2714,1,1,2,1,2,1,2,3
2715,1,1,2,2,1,1,2,3
2717,1,1,2,1,2,1,1,3
2718,1,2,3,3,4,1,1,3
2719,1,2,3,2,3,1,2,3
2720,1,1,2,1,2,1,2,3
2724,1,1,2,1,1,1,1,3
2726,1,1,2,1,2,1,2,3
2727,1,2,2,3,3,1,2,3
2728,1,2,2,3,1,1,2,3
2729,1,1,2,1,1,1,3,3
2730,1,1,2,1,1,1,3,3
2732,1,2,2,3,2,1,1,3
2734,1,1,2,1,2,1,1,3
2735,1,1,2,1,2,1,1,3
2736,1,1,3,1,4,1,1,3
2739,1,1,2,1,1,1,2,3
2740,1,2,2,3,2,1,3,3
2741,1,1,2,2,2,1,1,3
2742,1,1,2,1,1,1,1,3
2744,1,2,2,3,2,1,2,3
2745,1,2,2,3,2,1,2,3
2746,1,2,3,3,4,1,2,3
2747,1,2,2,3,3,1,2,3
2748,1,1,2,1,2,1,2,3
2751,1,2,2,3,2,1,2,3
2752,1,2,3,3,3,1,2,3
2753,1,2,3,3,4,1,2,3
2755,1,1,3,1,3,1,2,3
2756,1,2,2,3,2,1,2,3
2758,1,2,2,3,1,1,2,3
2759,1,1,2,1,2,1,2,3
2760,1,2,2,3,2,1,2,3
2761,1,1,2,1,2,1,3,3
2763,1,2,2,3,2,2,2,3
2764,1,1,1,1,1,2,2,3
2765,1,1,2,1,1,1,1,3
2767,1,1,2,1,2,1,2,3
2768,1,1,4,1,4,1,2,3
2770,1,2,1,3,1,1,2,3
2772,1,1,4,1,4,1,2,3
2774,1,2,3,3,3,1,1,3
2776,1,2,2,3,2,1,1,3
2777,1,1,3,1,4,1,1,3
2778,1,1,2,1,2,1,1,3
2779,1,2,3,3,4,1,2,3
2780,1,1,3,1,4,1,2,3
2781,1,2,2,3,3,1,2,3
2782,1,1,2,1,1,1,1,3
2785,1,1,2,1,1,1,1,3
2786,1,2,3,3,4,1,1,3
2787,1,2,3,3,4,1,1,3
2788,1,1,2,1,1,1,2,3
2789,1,2,2,3,2,1,2,3
2790,1,1,3,1,4,1,2,3
2791,1,1,2,1,1,1,3,3
2794,1,1,2,1,1,1,1,3
2795,1,1,2,1,1,1,1,3
2796,1,1,2,1,1,1,2,3
2797,1,1,2,2,2,1,2,3
2801,1,1,2,1,1,2,2,3
2802,1,1,2,1,1,1,1,3
2803,1,2,2,3,1,1,1,3
2804,1,1,2,1,2,1,1,3
2805,1,1,3,1,4,1,1,3
2806,1,1,2,1,1,1,1,3
2807,1,1,2,1,1,1,2,3
2808,1,2,3,3,3,1,2,3
2809,1,1,3,1,3,1,2,3
2810,1,1,2,1,2,1,3,3
2813,1,2,2,3,2,1,1,3
2814,1,1,2,1,1,1,2,3
2816,1,1,3,1,4,1,2,3
2817,1,2,2,3,1,1,1,3
2818,1,2,3,3,4,1,1,3
2819,1,2,3,3,4,1,1,3
2821,1,2,2,3,2,1,2,3
2824,1,1,2,1,2,1,2,3
2825,1,1,3,1,3,1,2,3
2826,1,1,4,1,4,1,3,3
2828,4,2,2,3,3,1,2,3
2829,4,2,2,3,1,1,2,3
2830,4,2,2,3,2,1,2,3
2831,4,1,2,2,3,1,2,3
2839,4,1,2,2,1,1,1,3
2840,4,1,3,2,3,1,1,3
2842,4,1,3,2,3,1,2,3
2844,4,2,2,3,1,1,1,3
2848,4,1,1,2,1,1,2,3
2853,4,1,2,2,1,1,1,3
2856,4,1,2,1,2,1,2,3
2857,4,2,2,3,1,1,1,3
2858,4,1,3,1,3,1,1,3
2869,4,1,2,1,1,1,2,3
2870,4,1,2,1,1,1,2,3
2873,4,2,2,3,1,1,2,3
2875,4,2,2,3,3,1,1,3
2877,4,1,4,2,4,1,3,3
2878,4,2,2,3,3,1,2,3
2879,4,2,3,3,4,1,2,3
2880,4,2,2,3,2,1,1,3
2884,4,1,3,2,3,1,2,3
2885,4,1,2,2,1,1,2,3
2886,4,2,2,3,2,1,2,3
2890,4,2,2,3,2,2,1,3
2891,4,1,3,2,3,1,3,3
2894,4,1,2,2,1,1,2,3
2897,4,1,3,2,3,1,2,3
2898,4,1,2,1,1,1,1,3
2901,4,1,2,2,2,1,1,3
2905,4,1,2,2,1,1,1,3
2911,4,2,2,3,3,1,1,3
2913,4,1,3,2,3,1,2,3
2915,4,1,2,2,1,1,1,3
2919,4,1,2,2,2,1,2,3
2921,4,2,2,3,3,1,1,3
2922,4,2,2,3,1,1,1,3
2927,4,2,3,3,4,2,1,3
2928,4,1,2,2,1,1,3,3
2929,4,2,2,3,3,1,2,3
2930,4,1,3,2,3,1,2,3
2931,4,1,2,2,1,1,2,3
2937,4,1,2,2,3,1,2,3
2939,4,1,3,2,4,1,1,3
2943,4,1,2,3,1,1,2,3
2947,4,1,3,2,3,1,1,3
2948,4,2,2,3,3,1,1,3
2950,4,1,2,2,1,1,1,3
2954,4,2,2,3,2,1,1,3
2956,4,1,2,2,2,2,3,3
2961,4,1,2,2,2,2,1,3
2966,4,1,2,2,1,1,3,3
2968,4,2,2,3,1,1,3,3
2969,4,1,3,2,4,1,2,3
2971,4,2,2,4,1,1,2,3
2972,4,2,2,3,3,1,2,3
2973,4,2,2,3,1,1,1,3
2975,4,2,2,3,2,1,3,3
2982,1,1,2,2,2,1,1,3
2983,1,1,2,2,2,1,1,3
2984,1,1,3,2,3,1,1,3
2985,1,1,2,2,1,1,2,3
2986,1,2,2,3,2,1,2,3
2987,1,2,2,3,1,1,1,3
2990,1,1,2,2,1,1,1,3
2992,1,1,2,2,2,1,2,3
2993,1,1,3,2,3,1,1,3
2994,1,2,3,3,4,1,1,3
2995,1,1,2,2,1,1,1,3
2996,1,2,3,3,4,1,1,3
2997,1,2,3,3,4,1,1,3
2999,1,1,2,2,3,1,2,3
3000,1,2,2,3,3,1,1,3
3001,1,1,2,2,1,1,1,3
3003,1,1,2,2,2,1,3,3
3005,1,1,3,2,3,1,1,3
3006,1,2,2,3,2,2,2,3
3007,1,2,2,3,3,2,2,3
3008,1,1,2,2,2,2,2,3
3010,1,1,2,2,2,1,1,3
3011,1,2,2,3,2,1,1,3
3012,1,1,2,2,2,1,1,3
3014,1,2,2,3,1,1,2,3
3015,1,1,2,2,2,1,2,3
3016,1,1,2,2,3,1,2,3
3017,1,2,3,3,4,1,2,3
3020,1,1,2,2,2,1,1,3
3021,1,1,2,2,2,1,1,3
3022,1,2,3,3,4,1,1,3
3023,1,2,2,3,2,1,1,3
3024,1,1,2,2,2,1,1,3
3026,1,2,2,3,1,1,1,3
3028,1,1,2,2,2,1,1,3
3029,1,1,2,2,1,1,2,3
3030,1,1,3,2,3,1,2,3
3031,1,1,2,2,2,1,2,3
3033,1,1,2,2,2,1,2,3
3034,1,1,3,2,3,1,2,3
3035,1,2,3,3,4,1,2,3
3038,1,1,2,2,1,1,1,3
3040,1,2,2,3,1,1,2,3
3041,1,2,3,3,4,1,2,3
3042,1,1,2,2,1,1,2,3
3043,1,1,1,2,1,2,1,3
3044,1,1,2,2,1,2,1,3
3047,1,1,2,1,1,2,1,3
3049,1,1,3,2,3,1,3,3
3050,1,1,1,2,1,1,3,3
3051,1,2,2,3,2,1,1,3
3052,1,1,2,1,1,1,1,3
3053,1,1,2,1,2,1,1,3
3055,1,1,2,1,1,1,2,3
3056,1,2,2,3,1,1,2,3
3057,1,2,3,3,4,1,2,3
3058,1,2,2,2,1,1,2,3
3062,1,2,3,3,4,1,1,3
3064,1,1,3,2,3,1,2,3
3065,1,2,2,3,3,1,2,3
3066,1,1,2,2,2,1,2,3
3068,1,1,3,2,3,1,1,3
3070,1,2,2,3,2,1,1,3
3072,1,1,2,2,1,1,2,3
3073,1,1,2,2,1,1,3,3
3074,1,2,3,3,4,1,1,3
3075,1,1,2,2,2,1,1,3
3076,1,1,2,2,1,1,1,3
3077,1,1,2,2,2,1,1,3
3080,1,2,2,3,1,1,2,3
3081,1,2,3,3,4,1,2,3
3085,1,1,2,2,2,1,3,3
3086,1,2,3,3,4,1,1,3
3087,1,1,2,2,2,1,1,3
3089,1,2,2,3,1,2,1,3
3090,1,2,2,3,2,2,1,3
3092,1,1,2,2,1,2,1,3
3094,1,1,4,2,4,2,2,3
3095,1,1,2,2,1,1,1,3
3097,1,1,2,2,2,1,2,3
3099,1,2,2,3,2,1,1,3
3100,1,1,3,2,3,1,1,3
3101,1,1,3,2,4,1,2,3
3102,1,1,2,2,2,1,2,3
3103,1,2,2,3,1,1,1,3
3105,1,2,2,4,3,1,1,3
3106,1,2,2,3,3,1,1,3
3107,1,1,2,2,2,1,1,3
3108,1,2,2,3,2,1,2,3
3114,1,2,2,3,1,1,1,3
3115,1,1,2,2,1,1,1,3
3116,1,2,3,3,4,1,1,3
3118,1,1,2,2,2,1,2,3
3121,1,2,3,3,4,1,1,3
3123,1,1,2,2,2,1,2,3
3125,1,1,2,2,2,1,2,3
3126,1,1,2,2,2,2,2,3
3128,4,1,2,2,1,2,2,3
3129,4,1,2,2,1,2,2,3
3132,4,1,3,2,4,2,1,3
3135,4,2,3,3,3,1,2,3
3136,4,1,3,3,3,1,1,3
3138,4,2,2,4,1,1,1,3
3139,4,2,2,4,3,1,1,3
3143,4,2,3,4,4,1,2,3
3144,4,2,2,4,3,1,1,3
3149,4,1,1,3,1,1,2,3
3150,4,1,2,3,1,1,1,3
3151,4,1,2,3,1,1,1,3
3152,4,1,3,3,3,1,1,3
3154,4,1,4,3,4,1,3,3
3155,4,1,3,3,4,1,1,3
3156,4,2,2,4,1,1,1,3
3158,4,1,2,3,2,1,2,3
3161,4,1,2,3,2,1,2,3
3165,4,1,3,3,3,1,1,3
3166,4,1,3,3,4,1,1,3
3170,4,2,3,4,4,2,1,3
3172,4,1,2,3,2,2,1,3
3175,4,1,2,3,3,1,2,3
3176,4,1,3,3,3,1,2,3
3179,4,1,2,3,1,1,1,3
3181,4,1,3,3,4,1,2,3
3183,4,1,2,3,2,1,1,3
3184,4,2,2,4,1,1,1,3
3189,4,1,3,3,3,1,3,3
3198,4,1,3,3,3,1,2,3
3199,4,2,1,4,1,1,1,3
